48821,nearly
49598,nonassessable
51133,occasionally
51825,ordinarily
54528,pending
54795,perhaps
57167,possibilities
57168,possibility
57169,possible
57171,possibly
57556,precaution
57557,precautionary
57558,precautions
57700,predict
57702,predictability
57707,prediction
57708,predictions
57709,predictive
57710,predictor
57711,predictors
57860,preliminarily
57861,preliminary
58164,presumably
58165,presume
58169,presumption
58170,presumptions
58483,probabilistic
58484,probabilities
58485,probability
58486,probable
58488,probably
60677,random
60680,randomize
60684,randomly
60685,randomness
61268,reassess
61272,reassessment
61273,reassessments
61416,recalculate
61420,recalculation
61421,recalculations
61756,reconsider
62289,reexamination
62291,reexamine
62850,reinterpret
62851,reinterpretation
62852,reinterpretations
64621,revise
65100,risk
65102,riskier
65103,riskiest
65105,riskiness
65110,risky
65527,roughly
65770,rumor
67694,seem
67766,seldom
67767,seldomly
71149,sometime
71150,sometimes
71153,somewhat
71154,somewhere
71672,speculate
71676,speculation
71677,speculations
71678,speculative
71679,speculatively
72073,sporadic
72074,sporadically
74394,sudden
74395,suddenly
74472,suggest
75092,susceptibility
76612,tend
76658,tentative
76659,tentatively
79592,turbulence
80267,uncertain
80268,uncertainly
80269,uncertainties
80270,uncertainty
80320,unclear
80390,unconfirmed
80485,undecided
80494,undefined
80827,undesignated
80834,undetectable
80836,undeterminable
80837,undetermined
80870,undocumented
80984,unexpected
80985,unexpectedly
81013,unfamiliar
81015,unfamiliarity
81074,unforecasted
81087,unforseen
81148,unguaranteed
81188,unhedged
81227,unidentifiable
81228,unidentified
81367,unknown
81368,unknowns
81527,unobservable
81582,unplanned
81607,unpredictability
81608,unpredictable
81609,unpredictably
81610,unpredicted
81639,unproved
81640,unproven
81647,unquantifiable
81648,unquantified
81693,unreconciled
81835,unseasonable
81836,unseasonably
81866,unsettle
81928,unspecific
81929,unspecified
82025,untested
82091,unusual
82092,unusually
82175,unwritten
82577,vagaries
82589,vague
82590,vaguely
82591,vagueness
82592,vaguenesses
82593,vaguer
82594,vaguest
82754,variability
82755,variable
82756,variables
82757,variably
82758,variance
82759,variances
82760,variant
82761,variants
82762,variation
82763,variations
82766,vary
83669,volatile
83670,volatilities
83671,volatility
