stock,year,label
HMC,2015,1
HMC,2016,1
HMC,2017,2
UEIC,2014,2
UEIC,2015,0
UEIC,2016,2
UEIC,2017,0
RT,2014,1
RT,2015,0
RT,2016,0
RT,2017,0
CINF,2014,1
CINF,2015,2
CINF,2016,2
CINF,2017,1
SXI,2014,2
SXI,2015,2
SXI,2016,1
SXI,2017,2
PZN,2014,0
PZN,2015,1
PZN,2016,2
PZN,2017,1
CPS,2014,2
CPS,2015,2
CPS,2016,2
CPS,2017,2
NRP,2014,0
NRP,2015,0
NRP,2016,2
NRP,2017,0
SHI,2014,1
SHI,2015,2
SHI,2016,2
SHI,2017,2
EBIO,2014,1
EBIO,2015,0
EBIO,2016,0
EBIO,2017,0
III,2014,1
III,2015,0
III,2016,1
III,2017,1
MNKD,2014,1
MNKD,2015,0
MNKD,2016,0
MNKD,2017,1
CLVS,2014,1
CLVS,2015,0
CLVS,2016,2
CLVS,2017,2
BGC,2014,0
BGC,2015,1
BGC,2016,2
BGC,2017,1
FFHL,2014,0
FFHL,2015,2
FFHL,2016,0
FFHL,2017,2
CLCT,2014,2
CLCT,2015,0
CLCT,2016,2
CLCT,2017,2
VMW,2014,1
VMW,2015,0
VMW,2016,2
VMW,2017,2
ACN,2014,2
ACN,2015,2
ACN,2016,2
ACN,2017,2
CALM,2014,2
CALM,2015,2
CALM,2016,1
CALM,2017,1
SR,2014,2
SR,2015,2
SR,2016,2
SR,2017,2
CXO,2014,1
CXO,2015,1
CXO,2016,2
CXO,2017,1
P,2014,0
P,2015,0
P,2016,1
P,2017,0
HTA,2014,2
HTA,2015,1
HTA,2016,2
HTA,2017,2
UNTY,2014,2
UNTY,2015,2
UNTY,2016,2
UNTY,2017,2
PRK,2014,2
PRK,2015,1
PRK,2016,2
PRK,2017,0
AERI,2014,2
AERI,2015,0
AERI,2016,2
AERI,2017,2
PLXS,2014,1
PLXS,2015,0
PLXS,2016,2
PLXS,2017,2
RDN,2014,2
RDN,2015,0
RDN,2016,2
RDN,2017,1
HGT,2014,2
HGT,2015,0
HGT,2016,2
HGT,2017,0
ABEV,2014,0
ABEV,2015,0
ABEV,2016,2
ABEV,2017,2
IPCC,2014,2
IPCC,2015,2
IPCC,2016,2
IPCC,2017,2
CQP,2014,2
CQP,2015,0
CQP,2016,2
CQP,2017,1
TPRE,2014,0
TPRE,2015,1
TPRE,2016,0
TPRE,2017,2
GILT,2014,1
GILT,2015,0
GILT,2016,2
GILT,2017,2
MNOV,2014,2
MNOV,2015,1
MNOV,2016,2
MNOV,2017,1
NTG,2014,1
NTG,2015,0
NTG,2016,2
NTG,2017,1
RBS,2014,1
RBS,2015,0
RBS,2016,0
RBS,2017,2
SIG,2014,2
SIG,2015,1
SIG,2016,0
SIG,2017,0
EGHT,2014,1
EGHT,2015,2
EGHT,2016,2
EGHT,2017,1
HDP,2014,1
HDP,2015,0
HDP,2016,0
HDP,2017,2
FGP,2014,1
FGP,2015,0
FGP,2016,0
FGP,2017,0
FNLC,2014,2
FNLC,2015,2
FNLC,2016,2
FNLC,2017,1
MPB,2014,2
MPB,2015,1
MPB,2016,2
MPB,2017,2
SCHL,2014,2
SCHL,2015,1
SCHL,2016,2
SCHL,2017,0
AAMC,2014,0
AAMC,2015,0
AAMC,2016,2
AAMC,2017,2
AFSI,2014,2
AFSI,2015,2
AFSI,2016,1
AFSI,2017,0
EVAR,2014,0
EVAR,2015,0
EVAR,2016,0
EVAR,2017,0
M,2014,2
M,2015,0
M,2016,1
M,2017,0
PEP,2014,2
PEP,2015,1
PEP,2016,1
PEP,2017,1
SINO,2014,0
SINO,2015,0
SINO,2016,2
SINO,2017,1
WFT,2014,0
WFT,2015,0
WFT,2016,0
WFT,2017,0
WIX,2014,0
WIX,2015,1
WIX,2016,2
WIX,2017,2
JOE,2014,1
JOE,2015,1
JOE,2016,1
JOE,2017,1
HCHC,2014,2
HCHC,2015,0
HCHC,2016,2
HCHC,2017,0
EE,2014,2
EE,2015,1
EE,2016,2
EE,2017,2
FFIN,2014,1
FFIN,2015,1
FFIN,2016,2
FFIN,2017,1
JYNT,2014,1
JYNT,2015,1
JYNT,2016,0
JYNT,2017,2
SPTN,2014,2
SPTN,2015,0
SPTN,2016,2
SPTN,2017,0
KED,2014,2
KED,2015,0
KED,2016,2
KED,2017,0
SMPL,2017,1
FENG,2014,0
FENG,2015,0
FENG,2016,0
FENG,2017,2
KTEC,2014,1
KTEC,2015,0
KTEC,2016,2
KTEC,2017,2
IKNX,2014,1
IKNX,2015,0
IKNX,2016,1
IKNX,2017,0
ABCD,2014,1
ABCD,2015,2
ABCD,2016,1
ABCD,2017,2
PXD,2014,0
PXD,2015,0
PXD,2016,2
PXD,2017,0
ZEUS,2014,0
ZEUS,2015,0
ZEUS,2016,2
ZEUS,2017,0
PRTS,2014,1
PRTS,2015,2
PRTS,2016,2
PRTS,2017,0
CNI,2014,2
CNI,2015,0
CNI,2016,2
CNI,2017,2
BVSN,2014,0
BVSN,2015,1
BVSN,2016,0
BVSN,2017,0
CANF,2014,0
CANF,2015,0
CANF,2016,0
CANF,2017,0
BCC,2014,2
BCC,2015,0
BCC,2016,0
BCC,2017,2
PCG,2014,2
PCG,2015,1
PCG,2016,2
PCG,2017,1
ENG,2014,2
ENG,2015,0
ENG,2016,2
ENG,2017,0
LNCE,2014,2
LNCE,2015,2
LNCE,2016,2
LNCE,2017,1
MSON,2014,2
MSON,2015,0
MSON,2016,2
MSON,2017,1
HRZN,2014,1
HRZN,2015,1
HRZN,2016,1
HRZN,2017,2
ARCO,2014,0
ARCO,2015,0
ARCO,2016,2
ARCO,2017,2
RL,2014,1
RL,2015,0
RL,2016,0
RL,2017,1
VSH,2014,1
VSH,2015,0
VSH,2016,2
VSH,2017,2
CARV,2014,0
CARV,2015,0
CARV,2016,0
CARV,2017,0
FIX,2014,1
FIX,2015,2
FIX,2016,2
FIX,2017,2
GSL,2014,0
GSL,2015,0
GSL,2016,0
GSL,2017,0
GWW,2014,1
GWW,2015,0
GWW,2016,2
GWW,2017,0
MUSA,2014,2
MUSA,2015,0
MUSA,2016,1
MUSA,2017,2
TDW,2014,0
TDW,2015,0
TDW,2016,0
TDW,2017,0
TWX,2014,2
TWX,2015,0
TWX,2016,2
TWX,2017,1
PEBO,2014,2
PEBO,2015,0
PEBO,2016,2
PEBO,2017,1
TIF,2014,2
TIF,2015,0
TIF,2016,1
TIF,2017,2
AHC,2014,2
AHC,2015,0
AHC,2016,2
AHC,2017,0
UVSP,2014,1
UVSP,2015,1
UVSP,2016,2
UVSP,2017,1
RXII,2014,0
RXII,2015,0
RXII,2016,0
RXII,2017,0
CCMP,2014,1
CCMP,2015,1
CCMP,2016,2
CCMP,2017,2
CORR,2014,1
CORR,2015,0
CORR,2016,2
CORR,2017,2
HMY,2014,0
HMY,2015,0
HMY,2016,2
HMY,2017,0
CCRN,2014,2
CCRN,2015,2
CCRN,2016,1
CCRN,2017,0
SCM,2014,0
SCM,2015,1
SCM,2016,2
SCM,2017,2
DAN,2014,2
DAN,2015,0
DAN,2016,2
DAN,2017,2
BIF,2014,2
BIF,2015,0
BIF,2016,2
BIF,2017,2
MET,2014,1
MET,2015,1
MET,2016,2
MET,2017,2
NBR,2014,0
NBR,2015,0
NBR,2016,2
NBR,2017,0
WSBC,2014,2
WSBC,2015,1
WSBC,2016,2
WSBC,2017,1
AXU,2014,0
AXU,2015,0
AXU,2016,2
AXU,2017,0
DEST,2014,0
DEST,2015,0
DEST,2016,0
DEST,2017,0
FRPH,2014,1
FRPH,2015,0
FRPH,2016,2
FRPH,2017,2
RLGT,2014,2
RLGT,2015,0
RLGT,2016,2
RLGT,2017,2
AMBA,2014,2
AMBA,2015,1
AMBA,2016,1
AMBA,2017,1
ALX,2014,2
ALX,2015,1
ALX,2016,2
ALX,2017,1
EGOV,2014,0
EGOV,2015,2
EGOV,2016,2
EGOV,2017,0
PTNR,2014,0
PTNR,2015,0
PTNR,2016,1
PTNR,2017,1
NCR,2014,0
NCR,2015,0
NCR,2016,2
NCR,2017,0
AZN,2014,2
AZN,2015,1
AZN,2016,0
AZN,2017,2
TXN,2014,2
TXN,2015,1
TXN,2016,2
TXN,2017,2
BCE,2014,2
BCE,2015,0
BCE,2016,2
BCE,2017,2
CIB,2014,1
CIB,2015,0
CIB,2016,2
CIB,2017,1
DUK,2014,2
DUK,2015,0
DUK,2016,2
DUK,2017,2
SGMO,2014,2
SGMO,2015,0
SGMO,2016,0
SGMO,2017,2
ORIG,2014,0
ORIG,2015,0
ORIG,2016,1
ORIG,2017,0
VET,2014,0
VET,2015,0
VET,2016,2
VET,2017,1
VRTU,2014,2
VRTU,2015,1
VRTU,2016,0
VRTU,2017,2
MLM,2014,2
MLM,2015,2
MLM,2016,2
MLM,2017,1
RATE,2014,0
RATE,2015,1
RATE,2016,0
RATE,2017,2
FLT,2014,2
FLT,2015,1
FLT,2016,1
FLT,2017,2
ETR,2014,2
ETR,2015,0
ETR,2016,2
ETR,2017,2
TYG,2014,1
TYG,2015,0
TYG,2016,2
TYG,2017,0
FIG,2014,1
FIG,2015,0
FIG,2016,1
FIG,2017,2
BTN,2014,0
BTN,2015,1
BTN,2016,2
BTN,2017,0
LNDC,2014,2
LNDC,2015,0
LNDC,2016,2
LNDC,2017,0
QVCB,2014,1
QVCB,2015,1
QVCB,2016,0
QVCB,2017,1
HAE,2014,1
HAE,2015,0
HAE,2016,2
HAE,2017,2
ACET,2014,1
ACET,2015,2
ACET,2016,0
ACET,2017,0
NTP,2014,0
NTP,2015,2
NTP,2016,2
NTP,2017,2
AUY,2014,0
AUY,2015,0
AUY,2016,2
AUY,2017,1
WYN,2014,2
WYN,2015,0
WYN,2016,2
WYN,2017,2
FWRD,2014,2
FWRD,2015,0
FWRD,2016,2
FWRD,2017,2
PERY,2014,2
PERY,2015,0
PERY,2016,2
PERY,2017,1
RVLT,2014,0
RVLT,2015,0
RVLT,2016,0
RVLT,2017,0
IBP,2014,2
IBP,2015,2
IBP,2016,2
IBP,2017,2
EV,2014,1
EV,2015,0
EV,2016,2
EV,2017,2
INWK,2014,1
INWK,2015,1
INWK,2016,2
INWK,2017,1
ARRY,2014,1
ARRY,2015,0
ARRY,2016,2
ARRY,2017,2
FRED,2014,1
FRED,2015,1
FRED,2016,2
FRED,2017,0
SLCT,2014,1
SLCT,2015,1
SLCT,2016,2
SLCT,2017,2
SPWH,2014,0
SPWH,2015,2
SPWH,2016,0
SPWH,2017,0
WIFI,2014,2
WIFI,2015,0
WIFI,2016,2
WIFI,2017,2
AXL,2014,2
AXL,2015,0
AXL,2016,1
AXL,2017,0
CHCO,2014,1
CHCO,2015,1
CHCO,2016,2
CHCO,2017,1
RCL,2014,2
RCL,2015,2
RCL,2016,0
RCL,2017,2
BTX,2014,1
BTX,2015,1
BTX,2016,1
BTX,2017,0
CIEN,2014,0
CIEN,2015,1
CIEN,2016,2
CIEN,2017,0
MAR,2014,2
MAR,2015,0
MAR,2016,2
MAR,2017,2
REX,2014,2
REX,2015,0
REX,2016,2
REX,2017,0
CCXI,2014,2
CCXI,2015,2
CCXI,2016,1
CCXI,2017,1
CNCE,2014,1
CNCE,2015,2
CNCE,2016,0
CNCE,2017,2
SKT,2014,2
SKT,2015,1
SKT,2016,2
SKT,2017,0
CPHC,2014,0
CPHC,2015,2
CPHC,2016,1
CPHC,2017,2
MBCN,2014,1
MBCN,2015,1
MBCN,2016,2
MBCN,2017,2
OSBC,2014,2
OSBC,2015,2
OSBC,2016,2
OSBC,2017,2
IO,2014,0
IO,2015,0
IO,2016,0
IO,2017,2
TTPH,2014,2
TTPH,2015,0
TTPH,2016,0
TTPH,2017,2
USPH,2014,2
USPH,2015,2
USPH,2016,2
USPH,2017,1
HTBK,2014,1
HTBK,2015,2
HTBK,2016,2
HTBK,2017,1
PLAY,2014,2
PLAY,2015,2
PLAY,2016,2
PLAY,2017,0
UCBI,2014,1
UCBI,2015,1
UCBI,2016,2
UCBI,2017,0
FEYE,2014,0
FEYE,2015,0
FEYE,2016,0
FEYE,2017,2
CGA,2014,0
CGA,2015,1
CGA,2016,0
CGA,2017,1
CSX,2014,2
CSX,2015,0
CSX,2016,2
CSX,2017,2
OKE,2014,1
OKE,2015,0
OKE,2016,2
OKE,2017,1
AMP,2014,2
AMP,2015,0
AMP,2016,1
AMP,2017,2
AL,2014,2
AL,2015,1
AL,2016,1
AL,2017,2
ECT,2014,0
ECT,2015,0
ECT,2016,2
ECT,2017,2
ESRT,2014,2
ESRT,2015,1
ESRT,2016,2
ESRT,2017,1
AUPH,2014,1
AUPH,2015,0
AUPH,2016,0
AUPH,2017,2
CUZ,2014,2
CUZ,2015,0
CUZ,2016,1
CUZ,2017,2
CAPL,2014,2
CAPL,2015,0
CAPL,2016,2
CAPL,2017,1
ATHM,2014,1
ATHM,2015,1
ATHM,2016,0
ATHM,2017,2
CYTX,2014,0
CYTX,2015,0
CYTX,2016,0
CYTX,2017,0
GPRK,2014,0
GPRK,2015,0
GPRK,2016,2
GPRK,2017,2
NRIM,2014,1
NRIM,2015,1
NRIM,2016,2
NRIM,2017,1
CFR,2014,1
CFR,2015,0
CFR,2016,2
CFR,2017,1
HSY,2014,2
HSY,2015,0
HSY,2016,2
HSY,2017,1
AVT,2014,1
AVT,2015,1
AVT,2016,2
AVT,2017,0
TNET,2014,2
TNET,2015,0
TNET,2016,2
TNET,2017,2
NOG,2014,0
NOG,2015,0
NOG,2016,0
NOG,2017,0
UNFI,2014,1
UNFI,2015,0
UNFI,2016,2
UNFI,2017,0
QIWI,2014,0
QIWI,2015,0
QIWI,2016,0
QIWI,2017,2
RFIL,2014,0
RFIL,2015,2
RFIL,2016,0
RFIL,2017,2
OIIM,2014,0
OIIM,2015,0
OIIM,2016,2
OIIM,2017,1
CAC,2014,1
CAC,2015,2
CAC,2016,2
CAC,2017,1
GBL,2014,1
GBL,2015,0
GBL,2016,1
GBL,2017,1
STBZ,2014,2
STBZ,2015,1
STBZ,2016,2
STBZ,2017,1
INUV,2014,1
INUV,2015,2
INUV,2016,0
INUV,2017,0
AFMD,2014,1
AFMD,2015,2
AFMD,2016,0
AFMD,2017,1
BOBE,2014,1
BOBE,2015,0
BOBE,2016,2
BOBE,2017,2
LII,2014,2
LII,2015,2
LII,2016,2
LII,2017,2
HAIN,2014,2
HAIN,2015,0
HAIN,2016,1
HAIN,2017,1
TRC,2014,0
TRC,2015,0
TRC,2016,2
TRC,2017,0
CHSP,2014,2
CHSP,2015,0
CHSP,2016,2
CHSP,2017,2
VCEL,2014,0
VCEL,2015,0
VCEL,2016,2
VCEL,2017,2
ICUI,2014,2
ICUI,2015,2
ICUI,2016,2
ICUI,2017,2
VRSK,2014,1
VRSK,2015,2
VRSK,2016,1
VRSK,2017,2
EFOI,2014,1
EFOI,2015,2
EFOI,2016,0
EFOI,2017,0
CPRT,2014,1
CPRT,2015,1
CPRT,2016,2
CPRT,2017,2
NATI,2014,1
NATI,2015,1
NATI,2016,2
NATI,2017,2
CYTR,2014,0
CYTR,2015,1
CYTR,2016,0
CYTR,2017,0
KMT,2014,0
KMT,2015,0
KMT,2016,2
KMT,2017,2
CPT,2014,2
CPT,2015,1
CPT,2016,2
CPT,2017,2
MMC,2014,2
MMC,2015,1
MMC,2016,2
MMC,2017,2
ESGR,2014,2
ESGR,2015,1
ESGR,2016,2
ESGR,2017,2
AMPH,2014,2
AMPH,2015,2
AMPH,2016,2
AMPH,2017,1
MTRX,2014,1
MTRX,2015,1
MTRX,2016,2
MTRX,2017,0
BAC,2014,2
BAC,2015,1
BAC,2016,2
BAC,2017,2
CLDT,2014,2
CLDT,2015,0
CLDT,2016,2
CLDT,2017,2
PHI,2014,2
PHI,2015,0
PHI,2016,0
PHI,2017,2
MXIM,2014,2
MXIM,2015,2
MXIM,2016,1
MXIM,2017,2
TOUR,2014,2
TOUR,2015,2
TOUR,2016,0
TOUR,2017,0
DEO,2014,0
DEO,2015,1
DEO,2016,1
DEO,2017,2
ACY,2014,0
ACY,2015,2
ACY,2016,0
ACY,2017,2
LXFR,2014,0
LXFR,2015,0
LXFR,2016,2
LXFR,2017,2
ESL,2014,1
ESL,2015,0
ESL,2016,1
ESL,2017,0
STWD,2014,2
STWD,2015,1
STWD,2016,2
STWD,2017,1
ALLT,2014,0
ALLT,2015,0
ALLT,2016,0
ALLT,2017,1
LARK,2014,1
LARK,2015,2
LARK,2016,2
LARK,2017,1
EGP,2014,2
EGP,2015,1
EGP,2016,2
EGP,2017,2
KRC,2014,2
KRC,2015,1
KRC,2016,2
KRC,2017,1
MFA,2014,2
MFA,2015,1
MFA,2016,2
MFA,2017,1
NWL,2014,2
NWL,2015,2
NWL,2016,1
NWL,2017,0
NTWK,2014,0
NTWK,2015,2
NTWK,2016,0
NTWK,2017,0
TMP,2014,2
TMP,2015,1
TMP,2016,2
TMP,2017,0
DJCO,2014,2
DJCO,2015,0
DJCO,2016,2
DJCO,2017,1
AIR,2014,1
AIR,2015,1
AIR,2016,2
AIR,2017,2
EPR,2014,2
EPR,2015,1
EPR,2016,2
EPR,2017,1
MKSI,2014,2
MKSI,2015,1
MKSI,2016,2
MKSI,2017,2
YRCW,2014,2
YRCW,2015,0
YRCW,2016,1
YRCW,2017,1
SSNI,2014,0
SSNI,2015,2
SSNI,2016,1
SSNI,2017,2
ISR,2014,2
ISR,2015,0
ISR,2016,0
ISR,2017,0
CTS,2014,1
CTS,2015,1
CTS,2016,2
CTS,2017,2
TRIL,2014,0
TRIL,2015,2
TRIL,2016,0
TRIL,2017,2
UTL,2014,2
UTL,2015,1
UTL,2016,2
UTL,2017,2
WMLP,2014,0
WMLP,2015,0
WMLP,2016,2
WMLP,2017,0
NCZ,2014,2
NCZ,2015,0
NCZ,2016,2
NCZ,2017,2
BDL,2014,2
BDL,2015,0
BDL,2016,2
BDL,2017,0
GDV,2014,1
GDV,2015,1
GDV,2016,2
GDV,2017,2
MITT,2014,2
MITT,2015,0
MITT,2016,2
MITT,2017,2
SPH,2014,1
SPH,2015,0
SPH,2016,2
SPH,2017,1
CAKE,2014,1
CAKE,2015,1
CAKE,2016,2
CAKE,2017,0
RGA,2014,2
RGA,2015,1
RGA,2016,2
RGA,2017,2
JOBS,2014,1
JOBS,2015,0
JOBS,2016,2
JOBS,2017,2
ATRO,2014,2
ATRO,2015,0
ATRO,2016,0
ATRO,2017,2
MAS,2014,2
MAS,2015,2
MAS,2016,2
MAS,2017,2
FRO,2014,0
FRO,2015,2
FRO,2016,0
FRO,2017,0
FIVN,2014,0
FIVN,2015,2
FIVN,2016,2
FIVN,2017,2
GTE,2014,0
GTE,2015,0
GTE,2016,2
GTE,2017,0
DEL,2014,1
DEL,2015,0
DEL,2016,2
DEL,2017,2
VCRA,2014,0
VCRA,2015,2
VCRA,2016,2
VCRA,2017,2
MDU,2014,0
MDU,2015,0
MDU,2016,2
MDU,2017,1
CBFV,2014,1
CBFV,2015,2
CBFV,2016,2
CBFV,2017,2
ECOL,2014,1
ECOL,2015,0
ECOL,2016,2
ECOL,2017,1
PHO,2014,1
PHO,2015,0
PHO,2016,2
PHO,2017,2
GWPH,2014,2
GWPH,2015,1
GWPH,2016,2
GWPH,2017,1
HWKN,2014,2
HWKN,2015,0
HWKN,2016,2
HWKN,2017,0
LKFN,2014,2
LKFN,2015,2
LKFN,2016,2
LKFN,2017,1
SRV,2014,0
SRV,2015,0
SRV,2016,2
SRV,2017,0
GHL,2014,0
GHL,2015,0
GHL,2016,1
GHL,2017,0
THFF,2014,1
THFF,2015,1
THFF,2016,2
THFF,2017,1
SKYW,2014,1
SKYW,2015,2
SKYW,2016,2
SKYW,2017,2
LBTYA,2014,2
LBTYA,2015,0
LBTYA,2016,0
LBTYA,2017,1
CVG,2014,1
CVG,2015,2
CVG,2016,1
CVG,2017,1
REGI,2014,0
REGI,2015,1
REGI,2016,1
REGI,2017,2
WUBA,2014,1
WUBA,2015,2
WUBA,2016,0
WUBA,2017,2
CIDM,2014,0
CIDM,2015,0
CIDM,2016,0
CIDM,2017,1
ESCA,2014,2
ESCA,2015,1
ESCA,2016,1
ESCA,2017,1
GNRC,2014,0
GNRC,2015,0
GNRC,2016,2
GNRC,2017,2
MINI,2014,1
MINI,2015,0
MINI,2016,1
MINI,2017,2
RYAM,2014,0
RYAM,2015,0
RYAM,2016,2
RYAM,2017,1
LMNX,2014,1
LMNX,2015,2
LMNX,2016,1
LMNX,2017,1
CADC,2014,1
CADC,2015,0
CADC,2016,1
CADC,2017,1
BGI,2014,2
BGI,2015,0
BGI,2016,2
BGI,2017,2
AIG,2014,2
AIG,2015,2
AIG,2016,2
AIG,2017,1
SJR,2014,2
SJR,2015,0
SJR,2016,2
SJR,2017,2
SNC,2014,1
SNC,2015,0
SNC,2016,2
SNC,2017,2
UUUU,2014,1
UUUU,2015,0
UUUU,2016,0
UUUU,2017,1
CPTA,2014,1
CPTA,2015,0
CPTA,2016,2
CPTA,2017,0
XNCR,2014,2
XNCR,2015,0
XNCR,2016,2
XNCR,2017,0
ASFI,2014,1
ASFI,2015,0
ASFI,2016,2
ASFI,2017,0
AR,2014,0
AR,2015,0
AR,2016,1
AR,2017,0
EQS,2014,1
EQS,2015,0
EQS,2016,2
EQS,2017,2
MSFG,2014,2
MSFG,2015,2
MSFG,2016,2
MSFG,2017,1
UDR,2014,2
UDR,2015,2
UDR,2016,1
UDR,2017,2
GPOR,2014,0
GPOR,2015,0
GPOR,2016,0
GPOR,2017,0
GBLI,2014,2
GBLI,2015,1
GBLI,2016,2
GBLI,2017,2
CEA,2014,2
CEA,2015,2
CEA,2016,0
CEA,2017,2
NWN,2014,2
NWN,2015,1
NWN,2016,2
NWN,2017,2
HQL,2014,2
HQL,2015,1
HQL,2016,0
HQL,2017,2
ROIC,2014,2
ROIC,2015,1
ROIC,2016,2
ROIC,2017,1
FLXN,2014,2
FLXN,2015,1
FLXN,2016,1
FLXN,2017,2
KMG,2014,2
KMG,2015,2
KMG,2016,2
KMG,2017,2
ARI,2014,2
ARI,2015,2
ARI,2016,1
ARI,2017,2
WAC,2014,0
WAC,2015,0
WAC,2016,0
WAC,2017,0
ALDW,2014,0
ALDW,2015,2
ALDW,2016,0
ALDW,2017,2
ATTU,2014,1
ATTU,2015,1
ATTU,2016,0
ATTU,2017,2
AUBN,2014,1
AUBN,2015,2
AUBN,2016,2
AUBN,2017,2
GBX,2014,2
GBX,2015,0
GBX,2016,2
GBX,2017,2
PFE,2014,1
PFE,2015,1
PFE,2016,1
PFE,2017,2
GILD,2014,2
GILD,2015,1
GILD,2016,0
GILD,2017,1
GFF,2014,1
GFF,2015,2
GFF,2016,2
GFF,2017,0
DISCA,2014,0
DISCA,2015,0
DISCA,2016,1
DISCA,2017,0
JVA,2014,1
JVA,2015,0
JVA,2016,2
JVA,2017,1
OMEX,2014,0
OMEX,2015,0
OMEX,2016,1
OMEX,2017,1
WVFC,2014,1
WVFC,2015,2
WVFC,2016,2
WVFC,2017,1
OMER,2014,2
OMER,2015,0
OMER,2016,0
OMER,2017,2
SYNC,2014,0
SYNC,2015,0
SYNC,2016,2
SYNC,2017,0
FVE,2014,0
FVE,2015,0
FVE,2016,0
FVE,2017,0
RMD,2014,2
RMD,2015,1
RMD,2016,2
RMD,2017,2
MNRO,2014,1
MNRO,2015,2
MNRO,2016,0
MNRO,2017,0
IVC,2014,0
IVC,2015,1
IVC,2016,0
IVC,2017,2
BMRN,2014,2
BMRN,2015,2
BMRN,2016,0
BMRN,2017,1
PRU,2014,1
PRU,2015,1
PRU,2016,2
PRU,2017,1
MATW,2014,2
MATW,2015,2
MATW,2016,2
MATW,2017,0
PFMT,2014,0
PFMT,2015,0
PFMT,2016,2
PFMT,2017,0
QLYS,2014,2
QLYS,2015,0
QLYS,2016,1
QLYS,2017,2
AKAO,2014,1
AKAO,2015,0
AKAO,2016,2
AKAO,2017,1
ROP,2014,2
ROP,2015,2
ROP,2016,1
ROP,2017,2
AINC,2014,2
AINC,2015,0
AINC,2016,0
AINC,2017,2
SN,2014,0
SN,2015,0
SN,2016,2
SN,2017,0
MWA,2014,2
MWA,2015,0
MWA,2016,2
MWA,2017,1
LADR,2014,2
LADR,2015,0
LADR,2016,2
LADR,2017,1
CNA,2014,1
CNA,2015,1
CNA,2016,2
CNA,2017,2
FCFS,2014,0
FCFS,2015,0
FCFS,2016,2
FCFS,2017,2
BANX,2014,0
BANX,2015,1
BANX,2016,2
BANX,2017,2
SGY,2014,0
SGY,2015,0
SGY,2016,0
SGY,2017,2
TPH,2014,0
TPH,2015,0
TPH,2016,1
TPH,2017,2
BHLB,2014,1
BHLB,2015,2
BHLB,2016,2
BHLB,2017,1
SBGI,2014,0
SBGI,2015,2
SBGI,2016,1
SBGI,2017,1
APO,2014,0
APO,2015,0
APO,2016,2
APO,2017,2
ABAC,2014,0
ABAC,2015,0
ABAC,2016,1
ABAC,2017,1
HTGC,2014,1
HTGC,2015,0
HTGC,2016,2
HTGC,2017,1
CRUS,2014,2
CRUS,2015,2
CRUS,2016,2
CRUS,2017,1
RVNC,2014,0
RVNC,2015,2
RVNC,2016,0
RVNC,2017,2
SWIR,2014,2
SWIR,2015,0
SWIR,2016,1
SWIR,2017,2
RST,2014,0
RST,2015,0
RST,2016,2
RST,2017,2
FCEL,2014,1
FCEL,2015,0
FCEL,2016,0
FCEL,2017,2
BIOL,2014,1
BIOL,2015,0
BIOL,2016,2
BIOL,2017,0
CGIX,2014,0
CGIX,2015,0
CGIX,2016,0
CGIX,2017,2
VSAR,2014,0
VSAR,2015,0
VSAR,2016,2
VSAR,2017,0
EXXI,2017,0
BEP,2014,2
BEP,2015,0
BEP,2016,2
BEP,2017,2
GPS,2014,2
GPS,2015,0
GPS,2016,1
GPS,2017,2
WYY,2014,0
WYY,2015,0
WYY,2016,2
WYY,2017,0
GURE,2014,0
GURE,2015,2
GURE,2016,2
GURE,2017,0
FSI,2014,2
FSI,2015,0
FSI,2016,2
FSI,2017,2
GLQ,2014,1
GLQ,2015,1
GLQ,2016,1
GLQ,2017,2
OTTR,2014,2
OTTR,2015,0
OTTR,2016,2
OTTR,2017,2
FHN,2014,2
FHN,2015,2
FHN,2016,2
FHN,2017,1
USG,2014,1
USG,2015,0
USG,2016,2
USG,2017,2
TKR,2014,2
TKR,2015,0
TKR,2016,2
TKR,2017,2
FORM,2014,2
FORM,2015,1
FORM,2016,2
FORM,2017,2
WMS,2014,2
WMS,2015,1
WMS,2016,1
WMS,2017,1
COO,2014,2
COO,2015,0
COO,2016,2
COO,2017,2
DIN,2014,2
DIN,2015,0
DIN,2016,1
DIN,2017,0
ABCO,2014,0
ABCO,2015,1
ABCO,2016,0
ABCO,2017,2
CBM,2014,2
CBM,2015,2
CBM,2016,2
CBM,2017,0
MACK,2014,2
MACK,2015,0
MACK,2016,0
MACK,2017,0
UCBA,2014,1
UCBA,2015,2
UCBA,2016,2
UCBA,2017,2
SKYS,2014,2
SKYS,2015,0
SKYS,2016,0
SKYS,2017,0
CTRL,2014,0
CTRL,2015,0
CTRL,2016,2
CTRL,2017,2
REI,2014,0
REI,2015,0
REI,2016,2
REI,2017,1
MLNK,2014,0
MLNK,2015,0
MLNK,2016,0
MLNK,2017,2
WWD,2014,2
WWD,2015,1
WWD,2016,2
WWD,2017,2
GTLS,2014,0
GTLS,2015,0
GTLS,2016,2
GTLS,2017,2
KO,2014,1
KO,2015,1
KO,2016,1
KO,2017,2
KWR,2014,2
KWR,2015,0
KWR,2016,2
KWR,2017,2
ICON,2014,0
ICON,2015,0
ICON,2016,2
ICON,2017,0
SAL,2014,1
SAL,2015,2
SAL,2016,2
SAL,2017,2
GLBZ,2014,1
GLBZ,2015,1
GLBZ,2016,1
GLBZ,2017,1
DM,2014,2
DM,2015,0
DM,2016,1
